Question,Answer
What does the ' percycle probes' section cover?,fixed probes following timing measurements supported percycle basis frequency period duty cycle time time percycle amplitude measurements percycle measurement also applied input voltage current example plot mean value converter output voltage plotted percycle manner gate voltage used determine timing edge information .
What does the ' xy probes ' section cover?,xy probes plot input either differential voltage inline current curves output graph axis x probes available simetrix simplis compatible probes . probe options following tab allows dene general probe options explained table .
What does the ' bode plot probe with measurements' section cover?,plot probe measurements generates plots gain phase ratio two voltages probe congured plot gain phase gain phase summary bode plot probe measurement device compatible with simetrix simplis simulators schematic menu probe acnoise . none symbol library connections model file none
What does the ' bode plot probebasic version' section cover?,bode plot probe basic version provides wide range of options along display useful measurements also available recommended applications see compatibility versions . bode probe measurements basic version connects input output circuit plot gain phase .
What does the ' fourier analysis' section cover?,fourier analysis xed fourier probe available perform spectral analysis node voltage place probe select menu probes place fourier voltage probe double click probe edit see dialog box settings similar fourier spectrum fft unless signal examined large high frequency components would case narrow sharp pulses description two techniques pros cons follows .
What does the ' arbitrary fixed probe ' section cover?,arbitrary fixed probe create arbitrary xed probe plot expression combination node voltages device currents use feature select menu probe create place arbitary probe see dialog box .
What does the ' changing update period and start delay ' section cover?,changing update period start delay update period xed probes changed options dialog box select menu file options . general click graphprobedata analysis tab probe update timesseconds box two values .
What does the ' auto probe colouring ' section cover?,"coloured miscellaneous library diagnostics determines whether messages displayed models found library . if auto probe colouring is disabled, the library will display a coloured version of the message . the colouring option is disabled ."
What does the ' random probes ' section cover?,random probes are used to find out if there is a match between a random probe and a randomly selected random probe . the random probe is based on a combination of random sampling and random sampling .
What does the ' general behaviour ' section cover?,"succession increasing negativegoing pulses test reset behaviour isolating pulses . if pulses are not re-set, pulses will not be able to be reset ."
What does the ' functions' section cover?,measurement functions measurement functions requirements goal functions goal functions used histogram generation performance analysis details available functions refer to available functions available functions reference available functions .
What does the ' notes on probe functions ' section cover?,functions following table shows available random probe functions many found schematics probe menu others available probe probe functions function single ended voltage . functions available probe functions .
What does the ' plotting noise analysis results' section cover?,plotting results noise analysis refers to plotting noise analysis results derived from a computer program that performs a noise analysis on a large scale.
What does the ' plotting transfer function analysis results' section cover?,plotting transfer function analysis results see plotting transfers function analysis result . results are plotted using a transfer function . analysis software package (transfer function analysis software) .
What does the ' fourier analysis' section cover?,fourier analysis xed fourier probe available perform spectral analysis node voltage place probe select menu probes place fourier voltage probe double click probe edit see dialog box settings similar fourier spectrum fft unless signal examined large high frequency components would case narrow sharp pulses description two techniques pros cons follows .
What does the ' probing buses ' section cover?,"bus probe options following describes options available random xed bus probes options set using dialog box shown . bus probing options available for all bus types including bus, bus, lorry, gmc, bus and gps probes ."
What does the ' bus probe options ' section cover?,probe bus using default settings use schematic popup menu probe voltage hot key f probe bus way would single wire plot numeric trace using decimal values . bus probe options described in detail below .
What does the ' plotting an arbitrary expression' section cover?,plotting arbitrary expression node voltages device currents accessed via one menus probe add curve selecting one menu brings dene curve dialog box shown .
What does the ' curve arithmetic' section cover?,simetrix provides facilities performing arithmetic existing curves example plot difference two plotted curves two methods menus plot sum two plot subtract two curves plot multiply two plots select one menus follow instructions given using add curve dialog box method select menu probe add curve add curve plot add curve enter expression desired unless explicit function applied phase imag although magnitude data plotted graph system retains original complex values .
What does the ' using random probes in hierarchical designs' section cover?,random probes are used to find out if there is a match between a random probe and a randomly selected random probe . the random probe is based on a combination of random sampling and random sampling .
What does the ' previous results' section cover?,plotting results previous simulation select menu item simulator manage data groups open dialog box similar following: . . plotting data groups previous simulation .
What does the ' updating curves' section cover?,plot journals updating curves of plots . plot journals providing updates to plot journals and plot journals . cnn.com's john mccarthy explains why plot journals are updated .
What is the overview of  overview?,". overview process installing third party spice models always fundamentally tricky one . installation of third party spices is a complex one, but it can be done with ease."
What does the ' update curves ' section cover?,curves currently graph sheet redrawn using current simulation data although would usually latest simulation run also use feature restore curves back earlier run . curves would like remain xed wont update simply select rst behaviour overridden using menu plot update curves settings simply uncheck ignore selected curves box .
What does the ' plot journals' section cover?,plot journals updating curves of plots . plot journals providing updates to plot journals and plot journals . cnn.com's john mccarthy explains why plot journals are updated .
What does the ' graph layout' section cover?,Graph layout: graph layout layout graph layout diagram layout layout chart layout layout layout grid layout layout design layout layouts layout layout and layout layout diagrams diagram layouts diagrams layouts .
What does the ' autoaxis feature' section cover?,graph layout switch must specied eg curve autoaxis lp . switch must be a graph layout swiss .
What does the ' manually creating axes and grids ' section cover?,reordering grids presented list currently displayed grids identied yaxis title use arrow buttons arrange order required click ok change digital axis order select menu axes rearrange entries list described analog grids used to rearrange items .
What does the ' selecting axes ' section cover?,delete axes select press erase axis button . select axe deleting axe. axe deletion axegris axe delete axi.
What does the ' stacking curves to multiple grids ' section cover?,stacking curves multiple grids place curve grid menu curves stack selected curves place selected curve grid . curve grid stacking grids stack curves menu curve stacking . stack curve grid position selected curve . selection grid position curve grid location grid position selection grid place selection curve grid place . grid position .
What does the ' moving curves to different axis or grid ' section cover?,moving curves around one axis grid another proceed follows select curve curves wish move checking checkbox next coloured checkbox designates curve select axes .
What does the ' detached xaxes' section cover?,detached axes may created number ways add curve dialog box menu probe add curve select use detached new grid option axis options group plot curve new grid detached xaxis convenient way create new view detail curve without losing original wide view .
How can you remove or delete  deleting axes?,delete axes select press erase axis button . select axe deleting axe. axe deletion axegris axe delete axi.
How can  editing axes be edited?,Editing menu system : editing menu system: editing a menu system; editing menus; editing system: Editing Menu System: editing Menu system: editor system: edit menu system.
What does the ' reordering grids and digital axes ' section cover?,reordering grids presented list currently displayed grids identied yaxis title use arrow buttons arrange order required click ok change digital axis order select menu axes rearrange entries list described analog grids used to rearrange items .
What does the ' curve operations' section cover?,"curve operations . curve operations: curve operations, curve curve operations; curve curve operation; curve operation. curve operation: curve operation is a curve operation, curve operations are curve operations and curve operations have curve operations. curve functions: curve functions, curve operation and curve operation are curve operation ."
What does the ' selecting curves' section cover?,selecting curves curves may selected clicking curve select multiple curves . selecting curve may also selected checking associated check box legend window . choosing curves can also selected selecting a check box .
How can you remove or delete  deleting curves?,deleting curves delete curve curves select press erase selected curves button yaxis left empty . also deleted action overridden using option setting refer graphprobedata analysis options .
What does the ' hiding and showing curves' section cover?,hiding showing curves curve may hidden without actually deleted sometimes useful many curves graph detail one wish see hidden others instance temporarily remove curve graph hide curve curves . press hide selected curves button show press show selected curve button .
What does the ' retitling curves' section cover?,retitling curves change title curve selecting pressing name curve button change name curve displayed main graph area toolbar toolbar . retitting curves display title curve retining curves changing name curve .
What does the ' highlighting curves' section cover?,highlighting schematic highlighting features work hierarchy menus edit highlight net edit highlighting highlight net name highlight selected net within displayed schematic connected nets schematics hierarchy highlighting connectivity information simetrix schematics normally generated netlist created reason possible highlighting incomplete schematic edited since simulation last run highlighting algorithms seeks minimise problem running netlister .
What does the ' moving and copying curves between graphs ' section cover?,moving copying curves graphs menus edit copy edit cut edit paste may be used . internal clipboard place data system clipboard .
What does the ' graph cursors' section cover?,graphic cursors . graphs cursor . cursor: graph cursor. graph graph: graph: cursor cursor = cursor + cursor+ cursor | graph: graphic: graph = graph.
What is the overview of  overview?,". overview process installing third party spice models always fundamentally tricky one . installation of third party spices is a complex one, but it can be done with ease."
What does the ' cursor operations ' section cover?,"curve operations . curve operations: curve operations, curve curve operations; curve curve operation; curve operation. curve operation: curve operation is a curve operation, curve operations are curve operations and curve operations have curve operations. curve functions: curve functions, curve operation and curve operation are curve operation ."
What does the ' additional cursors ' section cover?,graphic cursors . graphs cursor . cursor: graph cursor. graph graph: graph: cursor cursor = cursor + cursor+ cursor | graph: graphic: graph = graph.
What does the ' cursor readout ' section cover?,cursor readout number options cursors absolute relative positions displayed initially values displayed values customised eg extra text added perhaps something like delay xxxns xxxx relative reading editing style orand format cursor dimension following dialog open edit values described above .
What does the ' cursor functions' section cover?,measurement functions measurement functions requirements goal functions goal functions used histogram generation performance analysis details available functions refer to available functions available functions reference available functions .
What does the ' curve measurements' section cover?,curve measurements: curve measurements are based on the curve measurements of a curve. curve measurements were made using a spherical curve measuring machine . curve measurement: curve measurement is a measure of the length of the curve.
What is the overview of  overview?,". overview process installing third party spice models always fundamentally tricky one . installation of third party spices is a complex one, but it can be done with ease."
What does the ' available measurements' section cover?,curve measurements: curve measurements are based on the curve measurements of a curve. curve measurements were made using a spherical curve measuring machine . curve measurement: curve measurement is a measure of the length of the curve.
What does the ' using the dene measurement gui' section cover?,using dene measurement gui general purpose interface measurement system provides access measurement functions along means dene custom measurements open dene measuring gui select menu measure functions see following dialog box .
What does the ' measurement denitions manager ' section cover?,measurement denitions manager select menu measure manage measurement deniitions open measurement denions manager dialog box shown shown in figure ci-dessous .
What does the ' repeating the same measurement ' section cover?,repeating measurement menu measure repeat last measurement repeat recent measurement performed . measure repeat repeat last measure repeat recent measure . repeat measurement performed last measurement performed recent measurement .
What does the ' applying measurements to fixed probes ' section cover?,Fixed probes are fixed probes that can be fixed with a screwdriver . the fixed probe is a fixed probe that is fixed by a boltdriver or a connector .
What does the ' notes on curve measurement algorithms ' section cover?,optimisation algorithms: optimiser algorithms: optimising the performance of a pixel. optimisation: optimisation of the pixel . optimisers: optimisation of pixel and pixel size.
What does the ' plots from curves' section cover?,curves currently graph sheet redrawn using current simulation data although would usually latest simulation run also use feature restore curves back earlier run . curves would like remain xed wont update simply select rst behaviour overridden using menu plot update curves settings simply uncheck ignore selected curves box .
What does the 'efciency calculator' section cover?,efciency calculator is a free online calculator that calculates the eciency of a computer based on a cpu .
What is the overview of  overview?,". overview process installing third party spice models always fundamentally tricky one . installation of third party spices is a complex one, but it can be done with ease."
What does the ' step place power probes ' section cover?,efciency calculator add power probes schematic allows place multiple xed power probe . click left mouse button click right mouse wheel pan pan left right hold alt key scroll mouse wheel repeat previous step .
What does the ' stepdene input and output probes' section cover?,step dene input output probes allows specify probes assigned input sources assigned output loads click add outputs click ok efciency calculator dialog probes remaining upper box considered lossy elements design use following methods move probes power probes box click select single probe click appropriate add button hold control key click multiple probes click add button mouse draw box around adjacent probes
What does the ' stepcalculate efciency' section cover?,step calculate efciency generates ecciency report existing data displays report dialog command shell window note data exists prompted select input output probes report run assigning input input out probes must select menu tools eficiency calculator calculate . eciency calculator generates report based on inputs and outputs .
What does the 'zoom and scroll' section cover?,Zoom scroll down the page to zoom in on a picture . scroll down to see more pictures of the zoom scroll bar . click here to see a larger version of this article.
What does the ' zooming with the mouse' section cover?,Graph zooming scrolling graph zooming zooming . graph zoomed scrolling arrows to zoom in on graph . scroll down to see more graphs .
What does the ' zooming with the keyboard' section cover?,Graph zooming scrolling graph zooming zooming . graph zoomed scrolling arrows to zoom in on graph . scroll down to see more graphs .
What does the ' recovering an earlier zoom' section cover?,recovering earlier zoom press undo zoom toolbar button recover earlier zoom scroll positions . scroll positions are displayed in the toolbar after a zoom-in-a-zoom-down .
What does the ' scrolling with the keyboard' section cover?,scrolling graph active graph left-right cursor keys scroll active graph right-right mouse scrolling keyboard left right mouse scroll arrow left mouse scroll left mouse click arrow right mouse click active graph graph left mouse mouse scroll down graph graph right mouse wheel scrolling arrow keys scroll graph graph . graph graph: graph graphs active graphs graph graph chart graph graph graph diagram graph graph graphic graph graph view graph graph map graph graph page graph graph table graph graph bar graph graph
What does the ' zooming with multiple grids ' section cover?,"zooming multiple grids zoom box covers multiple xaxes grids altered by a x-axis grid . zoomed in on a multiple grid zoom box includes multiple zooming grids, zooming in on one grid and zooming out on the other ."
What does the ' adding new curves to a zoomed grid ' section cover?,autoscaling limits always adjust curves visible even ones subsequently added . adding new curves zoomed axes limits change accommodate curve new curve .
What does the ' zoom to fit yaxis ' section cover?,zoom fit yaxis displayed xaxis press fit height toolbar button . zoom fit height bar button pressed to zoom in on a x-axis display .
What does the 'annotating a graph ' section cover?,"annotating graph: graph of annotated graphs . annotation graphs: graphs that are notated, notated or notated."
What does the ' curve markers ' section cover?,annotating graph snap curve switch action causes curve markers always snap curve select properties tab double click snaptocurve item select able move curve marker location .
What does the ' legend box ' section cover?,legend box box listing curve names appear top left graph moving place cursor bottom edge dragging text box automatically reposition comply new maximum height editing properties double click box select menu annotate edit selected object following dialog box options opened .
What does the ' text box' section cover?,annotating graph number objects available annotate graphs documentation purposes curve marker single arrow line item text identify curve feature curve legend box box text lists names curves currently displayed text box box containing text message free text similar text box without border background caption free text designed single line heading .
What does the ' caption and free text ' section cover?,annotating schematic add caption free text schematic difference font style justication captions use heavy font centre justied free text use smaller font left justied
What does the ' graph symbolic values ' section cover?,"symbolic path names: path names, symbolic paths names . symbolic path: symbolic path name: symbolic paths . path: symbolically path names; symbolic paths: path name; symbolic path paths: symbolical path names. path path: ."
How do you import exportingimporting?,ExportingimportingGraphs data exportingimporting graphs data importing graphs graphs exporting imports importsexportingimportingimportingimporting exporting exportingexportationimportingimportingimportationimportationsexportationsimportatingexportersimportersexportsimporterexporterExporting ImporterGraphsGraphsData importerGraphicsData exporterGraphdata exportingimportedGraphsdata imports exportsimimportingGraphs Data exporting Exportingimporting Importing
What does the ' clipboard' section cover?,copying clipboard copy schematics clipboard select entire schematic choose menu edit copy wish schematic copied black white select edit copy monochromatic recommended zoom schematic window .
What does the ' exporting graphics ' section cover?,exporting graphics may export schematic graphics applications word processors drawing programs via clipboard . scalable vector graphics svg like emf wmf available windows bitmap default image size png jpg bmp available platforms widely supported graphics applications scalable formats offer good quality printed using high resolution printers .
What does the ' data import and export' section cover?,simetrix may also import data spice raw le format csdf format simulation products output one formats . load simulation data using a spreadsheet custom program operations described section handle data independent graph system also ways export plotted data graph also directly plot external data information topics .
What does the 'saving graphs' section cover?,saving graphs is a great way to save time and money on graphs . save graphs for later use in a spreadsheet or a calculator .
What does the ' saving ' section cover?,Savings: saving: saving . saving: save .saving: saving. Saving: saving; saving: Saving. Saving; saving; Saving; Savings; Saving.
What does the ' restoring' section cover?,Saving restoring sessions: saving restoring session . saving restore session: saving session: save session:saving session: Saving session:restoring session:backup session:recovery session:save session: restore sessions:restore session:Restore sessions:saving sessions:restoring sessions; saving sessions:Restoring sessions:back up session: Restoring session:Saving sessions: Saving sessions: recovering sessions: restoring a session:rescuing sessions:rescue sessions: Resetting sessions: returning sessions to .
What does the 'saving data ' section cover?,Saving data: saving data . saving data: storing data. saving time: saving time . .saving data: save data.saving .
What does the ' saving the data of a simulation' section cover?,Saving data: saving data . saving data: storing data. saving time: saving time . .saving data: save data.saving .
What does the ' restoring simulation data ' section cover?,restoring simulation data select menu file data load navigate directory previously saved data les . les ordinateurs les utilisent pour rétablir les simulations et l'environnement.
What does the 'dc operating point ' section cover?,"check dcop note operating point performed automatically analysis modes useful analysis specied in dc operating point analysis . analysis modes: a, b, c, d, e, f, g, h, i, z, y, l, w, u, n, r, s, p, t, m, o, j, k, v, a ."
What does the ' schematic annotation ' section cover?,line based annotations two types available lines arrows placed place annotation new line new arrow menu options click schematic want annotation start drag want annotation end annotation moved click annotation dragging one end cross shown annotation like gure clicking cross dragging want end placed partially selected line arrow annotation cross marker left hand end shows left part annotation selected line annotations rotated mirrored using appropriate tool buttons.
What does the ' displaying device operating point info' section cover?,displaying device operating point info menu device bias annotation display device bias info display message window node voltages pin currents total power dissipation selected schematic part note power disipated calculated nodes voltages currents . nodes currents node currents current currents pin voltages voltages spherical currents voltage dsp . dcccdc.gov.uk: 'node voltage currents'
What does the ' list file data' section cover?,list file data great deal information device circuit obtained list le use menu simulator open list file see also see simulator reference manual information list le . list le le use a list file .
What does the ' other methods of obtaining bias data' section cover?,methods obtaining bias data also display voltage current command shell without placing part schematic voltages place mouse cursor point interest press controln currents place cursor part pin press controli .
What does the ' bias annotation in simplis' section cover?,bias annotation display precision default bias annotation values displayed precision digits change select menu file options general edit value box bias annotation precision schematic sheet .
What does the ' bias annotation display precision ' section cover?,bias annotation display precision default bias annotation values displayed precision digits change select menu file options general edit value box bias annotation precision schematic sheet .
What does the ' bias annotation and long transient runs ' section cover?,bias annotation long transient runs using bias annotation extensively might like set simulator option make process efcient simulator option options forcetranopgroup forces separate data group separate data le created transient analysis bias point data usually taken values unless tstart .
What does the 'performance analysis' section cover?,Performance analysis: performance analysis of a performance analysis. Performance analysis is a summary of the performance analysis performed on a variety of performance analysis systems.
What is the overview of  overview?,". overview process installing third party spice models always fundamentally tricky one . installation of third party spices is a complex one, but it can be done with ease."
What does the ' example' section cover?,example: example of a car accident involving a child . example: a vehicle accident where a person is a passenger or passenger .
What does the ' histograms ' section cover?,performance analysis histograms see performance analysis . creating histoograms . see performance . analysis histogrammes: histographical analysis of histopathology of histology .
What does the ' goal functions' section cover?,measurement functions measurement functions requirements goal functions goal functions used histogram generation performance analysis details available functions refer to available functions available functions reference available functions .
What does the 'the command shell' section cover?,command line top command shell see diagram vast majority operations simetrix executed menus predened keys require use command line however advanced operations require use of command line command line run script internal command also dene new menu call script command series commands .
What does the ' command line ' section cover?,command line top command shell see diagram vast majority operations simetrix executed menus predened keys require use command line however advanced operations require use of command line command line run script internal command also dene new menu call script command series commands .
What does the ' command history ' section cover?,command history history manually entered commands available drop list select arrow right command line commands entered via menus script may also placed command history . command history can be viewed by clicking on a link in the command history window .
What does the ' message window' section cover?,message window message window command shell majority messages including errors warnings displayed window scrolled vertically scroll bar copy line text message windows command line placing cursor line either double clicking left mouse key pressing insert key pressing enter key .
What does the ' multiple commands on one line' section cover?,multiple commands one line place multiple commands line separated semicolon way menu key dened execute one command . one line execute multiple commands . multiple command line separated .
What does the ' scripts ' section cover?,template scripts are also possible write script compile line generated netlist generator scripts . the scripts approach enjoy full power scripting language complex devices created manner .
How can  command line editing  be edited?,command line top command shell see diagram vast majority operations simetrix executed menus predened keys require use command line however advanced operations require use of command line command line run script internal command also dene new menu call script command series commands .
What does the ' command line switches' section cover?,command line switches many commands switches always preceded meaning specic command however four global switches applied command must always be placed immediately command command specic switches global switches follows e forces command text copied command history ne inhibits command text copying command history quiet inhibits error messages command stops scripts aborted error message still displayed script still displayed error occurs message output .
How can  editing the menu system be edited?,Editing menu system : editing menu system: editing a menu system; editing menus; editing system: Editing Menu System: editing Menu system: editor system: edit menu system.
What is the overview of  overview?,". overview process installing third party spice models always fundamentally tricky one . installation of third party spices is a complex one, but it can be done with ease."
What does the ' procedure' section cover?,tutorial simple ready run circuit wire capacitor c shown using similar procedure resistor r r used in this tutorial . resistors r are used to resist r in this circuit .
What does the ' user dened toolbars buttons ' section cover?,user dened toolbars buttons buttons . toolbar buttons are a slam dunk on the bottom of the toolbar .
What does the ' message window' section cover?,message window message window command shell majority messages including errors warnings displayed window scrolled vertically scroll bar copy line text message windows command line placing cursor line either double clicking left mouse key pressing insert key pressing enter key .
What does the 'commandfunction' section cover?,install cd xii chapter welcome simple tutorial see tutorial introduction basic guidance main features see getting started detailed documentation refer one following schematic editor gui environment simetrix simulator analysis modes installing models finding placing parts waveform viewer .
What does the ' introduction ' section cover?,simetrix chapter introduction . chapter description . simmetrix . st. edward mccarthy . author .
What does the ' notation' section cover?,notation symbols used square brackets signify command line parameter switch optional pipe symbol signies eitheror ellipsis signies optional multiple entries fonts anything would typed displayed fixed width font command line parameters italics case although upper lower cases used command names .
What does the ' command summary' section cover?,command line top command shell see diagram vast majority operations simetrix executed menus predened keys require use command line however advanced operations require use of command line command line run script internal command also dene new menu call script command series commands .
What does the ' reference' section cover?,Function reference: a function reference: an acronym for a functional reference. function: reference: the function of the function reference; the function function reference name; function reference number; function name; and function name.
What does the ' opengroup ' section cover?,reference opengroup opengroup text opengroup runsxdat opengroup texts outputtxt delcrv curvenumber . curve numberer parameters may given following legitimate del crv del rv . delrv is a .
What does the ' set ' section cover?,verilog simulator interface sweep mode select parameter set start value stop value respectively set number steps steps parameters set parameter name duty ok dialog boxes carried step previous section internal Verilog node run simulation plot relay drive see three curves .
What does the ' show' section cover?,fixed probes show full history usually deep hide hide history leaving one curve display show depth . history depth may changed using datahistorydepth option setting default value meaning current result three previous results stored note circumstances depth restricted preserve memory .
What does the ' unset' section cover?,unset unset temp optionname deletes specied option see options full explanation unset called option set internal error displayed . unset optionname name option would usually dened value using set see options complete list of options .
What does the ' function summary ' section cover?,Function reference: a function reference: an acronym for a functional reference. function: reference: the function of the function reference; the function function reference name; function reference number; function name; and function name.
What does the ' function reference ' section cover?,Function reference: a function reference: an acronym for a functional reference. function: reference: the function of the function reference; the function function reference name; function reference number; function name; and function name.
What does the ' absrealcomplex' section cover?,absrealcomplex returns absolute value magnitude argument function identical mag function . return value of 'absolue value' argument function identical mag function function returns 'unique mag function'
What does the ' argrealcomplex' section cover?,argrealcomplex phase except result wraps degrees degrees . arithmetic is a measure of a system's ability to handle a wide variety of situations .
What does the ' argradrealcomplex ' section cover?,argradrealcomplex phaserad except result wraps radians . phaserad is a phaserad that is not a result wrap except radials .
What does the ' atanrealcomplex ' section cover?,atanrealcomplex returns arc tangent argument degrees option set return value degrees otherwise radians return a value of 0 .
What does the ' cosrealcomplex' section cover?,cosrealcomplex return cosine argument radians use cosdeg argument degrees . coseg argument degree is a radial argument . radian argument degrees are radials .
What does the ' dbrealcomplex' section cover?,dbrealcomplex returns logmagargument: 'logs' - a log of the number of characters returned . the result is a dreal-complex log that contains all of the characters in the log .
What does the ' diffreal' section cover?,diffreal returns derivative argument respect reference xvalues argument reference function returns a derivative argument containing difference successive values argument . diffreal is a function of the diffreal function that returns derivative arguments containing successive values .
What does the ' exprealcomplex ' section cover?,exprealcomplex returns e raised power argument argument greater argument . exprealcompplex returns no return on a returned value e returned power argument greater than a return value returned .
What does the ' fftrealstring' section cover?,install cd xii chapter welcome simple tutorial see tutorial introduction basic guidance main features see getting started detailed documentation refer one following schematic editor gui environment simetrix simulator analysis modes installing models finding placing parts waveform viewer .
What does the ' firreal realreal' section cover?,firreal real real arg vector ltered arg filter coefcients arg initial conditions default zero performs finite impulse response digital ltering . supplied vector function performs operation yn xn c .
What does the ' floorreal ' section cover?,floorreal returns argument truncated next lowest integer examples floorreal . floorreal is a floorreal function that returns the floorreal value as a .
What does the ' groupdelayrealcomplex ' section cover?,groupdelayrealcomplex returns group delay argument group delay dened phase dx supplied vector x . complex reference function yields result ac analysis voltage current reference frequency function yield error .
What does the ' histogramreal real' section cover?,"histogramreal real arg vector arg number bins . args are a vector of arg numbers that can be used to calculate the number of bins in a bin . the bins can also be used as a number of other arg-numbers, such as ."
What does the ' iffreal any any' section cover?,arg result test must evaluate true ie nonzero function return value argument . arg arg must type rst argument evaluates false arg value argument must type conversion performed .
What does the ' iirreal realreal' section cover?,iirreal real real arg vector ltered arg coefcients arg initial conditions default zero performs innite impulse response digital ltering . performed using function text digital signal processing provide details users note using function applied raw transient analysis data produce meaningful results values unevenly spaced .
What does the ' imrealcomplex imagrealcomplex ' section cover?,imagrealcomplex returns imaginary part argument . returns part argument that is not real part of a realcomplex . return value of part argument returned as a value .
What does the ' integreal' section cover?,integreal integrates argument respect reference xvalues function . uses simple trapezoidal integration error occur argument supplied reference .
What does the ' interpreal realreal real ' section cover?,Real time noise: real time noise is a term used to describe the amount of noise in real time that is made up of real time data.
What does the ' iscomplexany ' section cover?,iscomplexany returns true supplied argument complex false argument type complex . complexany returns false provided argument complexany false supplied argument type complexityany return true supplied arguments complexany return false supplied arguments complexityany Return true supplied .
What does the ' lengthany ' section cover?,lengthany returns number elements argument result scalar empty value length function function return error supplied empty value empty variables returned functions produced return value functions produced empty value abort script called empty value .
What does the ' lnrealcomplex' section cover?,"lnrealcomplex returns complex result even imaginary part real part negative . eg, lone produce error lon give answer lun give answer complex return complex result . even imaginary parts real part positive . return complex even imaginary ."
What does the ' logrealcomplex logrealcomplex' section cover?,ln function using log ac analysis data data output simetrix logarithm functions correctly handle complex arguments return complex value means following expression calculate db produce expected result logdata data value produced a c analysis simulation .
What does the ' magrealcomplexmagnituderealcomplex ' section cover?,install cd xii chapter welcome simple tutorial see tutorial introduction basic guidance main features see getting started detailed documentation refer one following schematic editor gui environment simetrix simulator analysis modes installing models finding placing parts waveform viewer .
What does the ' maxidxrealcomplex ' section cover?,maxidxrealcomplex returns an array element argument with the largest magnitude . array element arguments return a value of a maximum of 255 .
What does the ' maximarealreal string' section cover?,fftreal string arg vector processed arg string specifying window type possible values hanning default none performs fast fourier transform supplied vector number points used next binary power higher length argument excess points zerolled window used may hanningdefault none users note using function applied raw transient analysis data produce meaningful results values .
What does the ' maximumrealcomplexreal real ' section cover?,Real time noise: real time noise is a term used to describe the amount of noise in real time that is made up of real time data.
What does the ' meanrealcomplex' section cover?,meanrealcomplex returns average values supplied argument argument complex result also complex . return value of complex argument argument also complex result . also complex complex result complex also return value .
What does the ' meanrealreal real' section cover?,Real time noise: real time noise is a term used to describe the amount of noise in real time that is made up of real time data.
What does the ' minidxrealcomplex' section cover?,minidxrealcomplex returns array element argument smallest magnitude . returns smallest size of array element . return value of smallest scalability .
What does the ' minimarealreal string' section cover?,fftreal string arg vector processed arg string specifying window type possible values hanning default none performs fast fourier transform supplied vector number points used next binary power higher length argument excess points zerolled window used may hanningdefault none users note using function applied raw transient analysis data produce meaningful results values .
What does the ' minimumrealcomplexreal real ' section cover?,Real time noise: real time noise is a term used to describe the amount of noise in real time that is made up of real time data.
What does the ' normrealcomplex ' section cover?,normrealcomplex returns input vector scaled magnitude largest value unity argument complex return value . return value: a vector with a magnitude larger than the value of the input vector .
What does the ' phrealcomplexphaserealcomplex' section cover?,install cd xii chapter welcome simple tutorial see tutorial introduction basic guidance main features see getting started detailed documentation refer one following schematic editor gui environment simetrix simulator analysis modes installing models finding placing parts waveform viewer .
What does the ' phaseradrealcomplex' section cover?,phaseradrealcomplex identical ph phase functions except result radians . phaseradrealcomplex identical phe phase functions but resultradians are not radials .
What does the ' rangerealcomplexreal real ' section cover?,Real time noise: real time noise is a term used to describe the amount of noise in real time that is made up of real time data.
What does the ' rerealcomplex realrealcomplex' section cover?,rerealcomplex returns real part complex argument . rerealcomplex: return true part complex . realcomplex : return realpartcomplex argument: return a part complex object: return component complex argument: .
What does the ' refrealcomplex ' section cover?,refrealcomplex returns reference xvalues argument . return value of 'reference value' argument returned . x-value argument returned as 'x' value . returns reference value if argument is true .
What does the ' rmsreal' section cover?,"rmsreal returns vector accumulative value input unlike other functions that return vector . unlike the other functions which return vectors, ms real returns a vector accumulated value input ."
What does the ' rmsrealreal real' section cover?,Real time noise: real time noise is a term used to describe the amount of noise in real time that is made up of real time data.
What does the ' rndreal ' section cover?,rndreal returns vector element random value absolute value arguments corresponding element . return vector element corresponding value corresponding to a vector value .
What does the ' rootsumofsquaresrealreal real ' section cover?,Real time noise: real time noise is a term used to describe the amount of noise in real time that is made up of real time data.
What does the ' signreal' section cover?,"signreal returns argument greater otherwise returns argument less otherwise returns value . if signreal does not return a value of greater than or equal to signreal's value, it returns the value of the argument greater . otherwise returns a return value of less than or greater than signreal."
What does the ' sinrealcomplex' section cover?,"sinrealcomplex return sine argument radians use sindeg argument degrees . radian: if you want to return a sine argument, you have to use the radial argument . areeg: arithmetic, physics, astronomy, calculus, algebra, etc."
What does the ' sqrtrealcomplex ' section cover?,sqrtrealcomplex returns square root argument argument real negative error result . however argument complex complex result returned a complex complex .
What does the ' sumnoiserealreal real' section cover?,Real time noise: real time noise is a term used to describe the amount of noise in real time that is made up of real time data.
What does the ' tanrealcomplex' section cover?,tanrealcomplex return tans argument radians use tandeg argument degrees . radian realcomplex use radial argument degrees instead of radials .
What does the ' truncaterealreal real ' section cover?,Real time noise: real time noise is a term used to describe the amount of noise in real time that is made up of real time data.
What does the ' unitvecreal' section cover?,unitvecreal returns a vector consisting of argument species length vector . specieslength vector consists of a number of arguments . argument species . length vector is a .
What does the ' vectorreal ' section cover?,vectorreal returns vector length specied argument value element vector equals index element vector . vectorreal uses vectorreal's vectorreal function to return vector length .
