Question,Answer
What does the ' fourier analysis' section cover?,fourier analysis xed fourier probe available perform spectral analysis node voltage place probe select menu probes place fourier voltage probe double click probe edit see dialog box settings similar random fourier probe plotting described fourier analysis documentation repeated convenience method simetrix offers two alternative methods calculate fourier spectrum fft continuous fourier simple rule use fft unless signal examined large high frequency components would case narrow sharp pulses description two techniques pros cons follows
What does the ' arbitrary fixed probe ' section cover?,arbitrary fixed probe create arbitrary xed probe plot expression combination node voltages device currents use feature select menu probe create place arbitary probe see dialog box
What does the ' changing update period and start delay ' section cover?,changing update period start delay update period xed probes changed options dialog box select menu file options general click graphprobedata analysis tab probe update timesseconds box two values edited period update period start delay simulation begins curves rst created
What does the ' auto probe colouring ' section cover?,options line widths printingmm axis line width width mm printed axis grid line width width mm printed grid lines minor grid width mm printed minor grid lines curve line width width mm printed curves auto probe colour options auto probe colouring see auto probe colouring disabled auto probe colouring switched text text attached probes coloured text body probes text symbol coloured miscellaneous library diagnostics determines whether messages displayed models found library
What does the ' random probes ' section cover?,random probes
What does the ' general behaviour ' section cover?,succession increasing negativegoing pulses test reset behaviour iso
What does the ' functions' section cover?,measurement functions measurement functions requirements goal functions used histogram generation performance analysis details available functions refer goal functions
What does the ' notes on probe functions ' section cover?,functions following table shows available random probe functions many found schematics probe menu others available probe probe functions function single ended voltage
What does the ' plotting noise analysis results' section cover?,plotting results noise analysis refer plotting noise analysis results
What does the ' plotting transfer function analysis results' section cover?,plotting transfer function analysis results see plotting transfer function analysis results
What does the ' fourier analysis' section cover?,fourier analysis xed fourier probe available perform spectral analysis node voltage place probe select menu probes place fourier voltage probe double click probe edit see dialog box settings similar random fourier probe plotting described fourier analysis documentation repeated convenience method simetrix offers two alternative methods calculate fourier spectrum fft continuous fourier simple rule use fft unless signal examined large high frequency components would case narrow sharp pulses description two techniques pros cons follows
What does the ' probing buses ' section cover?,bus probe options following describes options available random xed bus probes options set using dialog box shown see probing buses fixed probe options details plotting buses
What does the ' bus probe options ' section cover?,probing buses possible probe bus case plot representing signals bus created usually numeric display digital bus data also possible display data analog waveform buses may contain either digital analog signals analog signals present threshold values must supplied dene logic levels analog signals probe bus using default settings use schematic popup menu probe voltage hot key f probe bus way would single wire plot numeric trace using decimal values probe bus using custom settings select menu probe voltage bus click desired bus enter desired bus parameters described bus probe options
What does the ' plotting an arbitrary expression' section cover?,plotting arbitrary expression wish plot one probe menus simetrix facility plot arbitrary expression node voltages device currents accessed via one menus probe add curve selecting one menus brings dene curve dialog box shown
What does the ' curve arithmetic' section cover?,curve arithmetic simetrix provides facilities performing arithmetic existing curves example plot difference two plotted curves two methods menus plot sum two curves plot subtract two curves plot multiply two curves select one menus follow instructions given using add curve dialog box method select menu probe add curve plot add curve enter expression desired access existing curves data simply click curve information see plotting arbitrary expression ac analysis notes curve arithmetic ac analysis results complex plotting curve ac analysis magnitude complex data plotted unless explicit function applied phase imag although magnitude data plotted graph system retains original complex values arithmetic operation performed directly complex plotted data also complex example two curves ac analysis choose plot subtract two curves menu subtract new result magnitude complex difference difference magnitudes might expected mathematical terms see ab ab
What does the ' using random probes in hierarchical designs' section cover?,random probes
What does the ' previous results' section cover?,plotting results previous simulation select menu item simulator manage data groups open dialog box similar following
What does the ' updating curves' section cover?,plot journals updating curves
What is the overview of  overview?,overview process installing third party spice models always fundamentally tricky one
What does the ' update curves ' section cover?,update curves make sure curves selected select graph menu plot update curves curves currently graph sheet redrawn using current simulation data although would usually latest simulation run also use feature restore curves back earlier run use simulator manage data groups menu select earlier data information see plotting results previous simulation options default curves redrawn older ones deleted change behaviour older curves kept select menu plot update curves settings uncheck delete old curves box curves would like remain xed wont updated simply select rst behaviour overridden using menu plot update curves settings simply uncheck ignore selected curves box
What does the ' plot journals' section cover?,plot journals updating curves
What does the ' graph layout' section cover?,graph layout
What does the ' autoaxis feature' section cover?,graph layout switch must specied eg curve autoaxis lp
What does the ' manually creating axes and grids ' section cover?,reordering grids digital axes change vertical order analog grids digital axes change analog grid order select axes reorder grids presented list currently displayed grids identied yaxis title use arrow buttons arrange order required click ok change digital axis order select menu axes reorder digital axes rearrange entries list described analog grids
What does the ' selecting axes ' section cover?,deleting axes delete axis select press erase axis button menu axes delete axisgris
What does the ' stacking curves to multiple grids ' section cover?,stacking curves multiple grids menu curves stack curves place curve grid menu curves stack selected curves place selected curve grid
What does the ' moving curves to different axis or grid ' section cover?,moving curves different axis grid freely move curves around one axis grid another proceed follows select curve curves wish move checking checkbox next coloured legend designates curve select axis wish move see press move selected curves new axis button curves redrawn new axis axes become empty result operation deleted unless main axis see deleting axes
What does the ' detached xaxes' section cover?,detached xaxes grids may attached detached xaxes attached xaxes shared xaxes graph sheet zoom sync limits changed one grid grids xaxes also changed detached xaxes independent axis limits detached axes may created number ways add curve dialog box menu probe add curve select use detached new grid option axis options group plot curve new grid detached xaxis existing grid converted detached status using menu axes detach selected xaxis holding control key zooming create new grid detached xaxis convenient way create new view detail curve without losing original wide view detached axes automatically created situations existing shared axis compatible physical type new curve plotted example plot ac analysis result graph sheet containing time axes detached axis created plot
How can you remove or delete  deleting axes?,deleting axes delete axis select press erase axis button menu axes delete axisgris
How can  editing axes be edited?,editing menu system
What does the ' reordering grids and digital axes ' section cover?,reordering grids digital axes change vertical order analog grids digital axes change analog grid order select axes reorder grids presented list currently displayed grids identied yaxis title use arrow buttons arrange order required click ok change digital axis order select menu axes reorder digital axes rearrange entries list described analog grids
What does the ' curve operations' section cover?,curve operations
What does the ' selecting curves' section cover?,selecting curves curves may selected clicking curve select multiple curves hold control key curves may also selected checking associated check box legend window
How can you remove or delete  deleting curves?,deleting curves delete curve curves select press erase selected curves button yaxis left empty deleting curves automatically deleted default grids left empty deleting curves also deleted action overridden using option setting refer graphprobedata analysis options
What does the ' hiding and showing curves' section cover?,hiding showing curves curve may hidden without actually deleted sometimes useful many curves graph detail one wish see hidden others instance temporarily remove curves graph hide curve curves select press hide selected curves button show press show selected curves button
What does the ' retitling curves' section cover?,retitling curves change title curve selecting pressing name curve button change name curve displayed legend panel main graph area toolbar
What does the ' highlighting curves' section cover?,highlighting schematic highlighting features work hierarchy menus edit highlight net edit highlighting highlight net name highlight selected net within displayed schematic connected nets schematics hierarchy note following large hierarchies possible mechanism traces hierarchy identify connected nets noticeably slow time taken descend new schematic hierarchical highlighting disabled becomes problem see menu file options general check disabled hierarchy highlighting connectivity information simetrix schematics normally generated netlist created reason possible highlighting incomplete schematic edited since simulation last run highlighting algorithms seeks minimise problem running netlister certain times performance reasons netlist whole hierarchy use menu edit highlighting refresh hierarchical highlights resolve problem netlist complete hierarchy rebuild highlights scratch
What does the ' moving and copying curves between graphs ' section cover?,moving copying curves graphs menus edit copy edit cut edit paste may used move copy curves graph sheets note operations use internal clipboard place data system clipboard
What does the ' graph cursors' section cover?,graph cursors
What is the overview of  overview?,overview process installing third party spice models always fundamentally tricky one
What does the ' cursor operations ' section cover?,curve operations
What does the ' additional cursors ' section cover?,graph cursors
What does the ' cursor readout ' section cover?,cursor readout number options cursors absolute relative positions displayed initially values displayed dimensions graph altered number ways opt absolute relative readings displayed actual format graph readout customised eg extra text added perhaps something like delay xxxns xxx relative reading editing style orand format cursor dimension double click one displayed values cursor dimension following dialog open edit values described
What does the ' cursor functions' section cover?,measurement functions measurement functions requirements goal functions used histogram generation performance analysis details available functions refer goal functions
What does the ' curve measurements' section cover?,curve measurements
What is the overview of  overview?,overview process installing third party spice models always fundamentally tricky one
What does the ' available measurements' section cover?,curve measurements
What does the ' using the dene measurement gui' section cover?,using dene measurement gui dene measurement gui general purpose interface measurement system provides access measurement functions along means dene custom measurements open dene measurement gui select menu measure functions see following dialog box
What does the ' measurement denitions manager ' section cover?,measurement denitions manager select menu measure manage measurement denitions open measurement denitions manager dialog box shown
What does the ' repeating the same measurement ' section cover?,repeating measurement menu measure repeat last measurement repeat recent measurement performed
What does the ' applying measurements to fixed probes ' section cover?,fixed probes
What does the ' notes on curve measurement algorithms ' section cover?,optimiser algorithms
What does the ' plots from curves' section cover?,update curves make sure curves selected select graph menu plot update curves curves currently graph sheet redrawn using current simulation data although would usually latest simulation run also use feature restore curves back earlier run use simulator manage data groups menu select earlier data information see plotting results previous simulation options default curves redrawn older ones deleted change behaviour older curves kept select menu plot update curves settings uncheck delete old curves box curves would like remain xed wont updated simply select rst behaviour overridden using menu plot update curves settings simply uncheck ignore selected curves box
What does the 'efciency calculator' section cover?,efciency calculator
What is the overview of  overview?,overview process installing third party spice models always fundamentally tricky one
What does the ' step place power probes ' section cover?,step place power probes menu tools efciency calculator add power probes schematic allows place multiple xed power probes current schematic place power probes schematic close hint window follow steps position power probe circle component pin click left mouse button note zoom placing power probes hold control key scroll mouse wheel pan pan left right hold alt key scroll mouse wheel repeat previous step placed power probes stop placing power probes click right mouse button note also place delete power probes schematic following menus tools efciency calculator add power probes schematic tools efciency calculator delete power probes
What does the ' stepdene input and output probes' section cover?,step dene input output probes menu tools efciency calculator dene inputs outputs allows specify probes assigned input sources assigned output loads overall efciency calculated input probes output probes selected bottom efciency calculator dialog probes remaining upper box considered lossy elements design use following methods move probes power probes box either input probes output probes box click select single probe click appropriate add button hold control key click multiple probes click add button mouse draw box around adjacent probes click add button dene input output probes follow steps upper box select probes assign input sources click add inputs select probes assign output loads click add outputs click ok
What does the ' stepcalculate efciency' section cover?,step calculate efciency menu tools efciency calculator calculate efciency generates efciency report existing data displays report dialog command shell window note data exists prompted select input output probes report run assigning input output probes must select menu tools efciency calculator calculate efciency
What does the 'zoom and scroll' section cover?,zoom scroll
What does the ' zooming with the mouse' section cover?,graph zooming scrolling
What does the ' zooming with the keyboard' section cover?,graph zooming scrolling
What does the ' recovering an earlier zoom' section cover?,recovering earlier zoom press undo zoom toolbar button recover earlier zoom scroll positions
What does the ' scrolling with the keyboard' section cover?,scrolling keyboard left right cursor keys scroll active graph
What does the ' zooming with multiple grids ' section cover?,zooming multiple grids zoom box covers multiple grids xaxes grids altered
What does the ' adding new curves to a zoomed grid ' section cover?,adding new curves zoomed grid add new curve graph zoomed axes limits change accommodate curve new curve lie within zoomed area see selecting graph popup zoom full pressing home key restores graph autoscaling limits always adjust curves visible even ones subsequently added
What does the ' zoom to fit yaxis ' section cover?,zoom fit yaxis zoom yaxis displayed xaxis press fit height toolbar button
What does the 'annotating a graph ' section cover?,annotating graph
What does the ' curve markers ' section cover?,annotating graph snap curve switch action causes curve markers always snap curve select properties tab double click snaptocurve item select able move curve marker location
What does the ' legend box ' section cover?,legend box placing select menu annotate add legend box box listing curve names appear top left graph moving place cursor inside box drag new location resizing alter maximum height box placing mouse cursor bottom edge dragging text box automatically reposition comply new maximum height editing properties double click box select menu annotate edit selected object following dialog opened dialog box options
What does the ' text box' section cover?,annotating graph number objects available annotate graphs documentation purposes curve marker single arrow line item text identify curve feature curve legend box box text lists names curves currently displayed text box box containing text message free text similar text box without border background caption free text designed single line heading
What does the ' caption and free text ' section cover?,annotating schematic add caption free text schematic difference font style justication captions use heavy font centre justied free text use smaller font left justied place caption free text use popup xed menus edit annotation add caption edit annotation add free text
What does the ' graph symbolic values ' section cover?,symbolic path names
How do you import exportingimporting?,exportingimporting graphs data
What does the ' clipboard' section cover?,copying clipboard copy schematics clipboard select entire schematic choose menu edit copy wish schematic copied black white select edit copy monochromatic recommended zoom schematic window prior copying clipboard copying clipboard schematic pasted another application word processor
What does the ' exporting graphics ' section cover?,exporting graphics may export schematic graphics applications word processors drawing programs via clipboard see copying graphics clipboard writing le export waveform graphics le select graph menu file save picture select format choice using save type drop box choices windows meta file emf wmf nearly windows applications support graphics import accept format note scalable format therefore suitable high resolution printing scalable vector graphics svg like emf wmf scalable format open format supported programs platforms whereas emf wmf available windows bitmap default image size png jpg bmp available platforms widely supported graphics applications scalable formats offer good quality printed using high resolution printers png default format choose le extension generally format works well schematics graphs choose jpg jpeg format bmp windows bitmap format must explicitly enter jpg bmp le extensions respectively option image size match image size currently displayed screen wish specify different image size use next option bitmap specify image size png jpg bmp must explicitly dene image resolution pixels prompted close le selection dialog box
What does the ' data import and export' section cover?,data import export simetrix provides capability export simulation data le text form also import data le text form makes possible process simulation data using another application spreadsheet custom program operations described section handle data independent graph system also ways export plotted data graph also directly plot external data information topics refer copying data clipboard paste data clipboard simetrix may also import data spice raw le format csdf format simulation products output one formats importing spice raw csdf files select menu simulator load simulation data
What does the 'saving graphs' section cover?,saving graphs
What does the ' saving ' section cover?,saving
What does the ' restoring' section cover?,saving restoring sessions
What does the 'saving data ' section cover?,saving data
What does the ' saving the data of a simulation' section cover?,saving data
What does the ' restoring simulation data ' section cover?,restoring simulation data select menu file data load navigate directory previously saved data les
What does the 'dc operating point ' section cover?,operating point specify dc operating point analysis check dcop note operating point performed automatically analysis modes useful analysis specied
What does the ' schematic annotation ' section cover?,line based annotations two types line annotations available lines arrows placed place annotation new line new arrow menu options place line based annotation use menu link click schematic want annotation start drag want annotation end annotation moved clicking annotation dragging one end annotation moved rectangle selecting one end cross shown annotation like gure clicking cross dragging want end placed partially selected line arrow annotation cross marker left hand end shows left part annotation selected line annotations rotated mirrored using appropriate tool buttons
What does the ' displaying device operating point info' section cover?,displaying device operating point info menu bias annotation display device bias info display message window node voltages pin currents total power dissipation selected schematic part note power dissipation calculated node voltages currents
What does the ' list file data' section cover?,list file data great deal information device circuit obtained list le use menu simulator open list file see also see simulator reference manual information list le
What does the ' other methods of obtaining bias data' section cover?,methods obtaining bias data also display voltage current command shell without placing part schematic voltages place mouse cursor point interest press controln currents place cursor part pin press controli
What does the ' bias annotation in simplis' section cover?,bias annotation display precision default bias annotation values displayed precision digits change select menu file options general edit value box bias annotation precision schematic sheet
What does the ' bias annotation display precision ' section cover?,bias annotation display precision default bias annotation values displayed precision digits change select menu file options general edit value box bias annotation precision schematic sheet
What does the ' bias annotation and long transient runs ' section cover?,bias annotation long transient runs running long transient analysis plan use bias annotation extensively might like set simulator option make process efcient simulator option options forcetranopgroup forces separate data group separate data le created transient analysis bias point data unless tstart bias point data usually taken values problem approach view single value entire vector loaded data le memory isnt problem run points could problem points take long time load amount data specifying option bias point data stored separately single value needs read le much efcient
What does the 'performance analysis' section cover?,performance analysis
What is the overview of  overview?,overview process installing third party spice models always fundamentally tricky one
What does the ' example' section cover?,example
What does the ' histograms ' section cover?,creating histograms see performance analysis histograms
What does the ' goal functions' section cover?,measurement functions measurement functions requirements goal functions used histogram generation performance analysis details available functions refer goal functions
What does the 'the command shell' section cover?,command line command line top command shell see diagram vast majority operations simetrix executed menus predened keys require use command line however advanced operations require use command line command line run script internal command also dene new menu call script command series commands fact built menu keys fact dened commands scripts denitions changed well new ones dened see editing menu system details available commands given command function reference remainder documented script reference manualcommand reference
What does the ' command line ' section cover?,command line command line top command shell see diagram vast majority operations simetrix executed menus predened keys require use command line however advanced operations require use command line command line run script internal command also dene new menu call script command series commands fact built menu keys fact dened commands scripts denitions changed well new ones dened see editing menu system details available commands given command function reference remainder documented script reference manualcommand reference
What does the ' command history ' section cover?,command history history manually entered commands available drop list select arrow right command line commands entered via menus script may also placed command history
What does the ' message window' section cover?,message window message window window command shell command line majority messages including errors warnings displayed window scrolled vertically scroll bar copy line text message window command line placing cursor line either double clicking left mouse key pressing insert key
What does the ' multiple commands on one line' section cover?,multiple commands one line place multiple commands line separated semicolon way menu key dened execute one command
What does the ' scripts ' section cover?,template scripts also possible write script compile line generated netlist generator scripts called template scripts approach enjoy full power scripting language complex devices created manner full details approach please refer script reference manualapplicationsschematic template scripts
How can  command line editing  be edited?,command line command line top command shell see diagram vast majority operations simetrix executed menus predened keys require use command line however advanced operations require use command line command line run script internal command also dene new menu call script command series commands fact built menu keys fact dened commands scripts denitions changed well new ones dened see editing menu system details available commands given command function reference remainder documented script reference manualcommand reference
What does the ' command line switches' section cover?,command line switches many commands switches always preceded meaning specic command however four global switches applied command must always placed immediately command command specic switches global switches follows e forces command text copied command history ne inhibits command text copying command history quiet inhibits error messages command stops error message displayed script still aborted error occurs message output noerr stops scripts aborted error error message still displayed
How can  editing the menu system be edited?,editing menu system
What is the overview of  overview?,overview process installing third party spice models always fundamentally tricky one
What does the ' procedure' section cover?,tutorial simple ready run circuit wire capacitor c shown using similar procedure resistor r
What does the ' user dened toolbars buttons ' section cover?,user dened toolbars buttons
What does the ' message window' section cover?,message window message window window command shell command line majority messages including errors warnings displayed window scrolled vertically scroll bar copy line text message window command line placing cursor line either double clicking left mouse key pressing insert key
What does the 'commandfunction' section cover?,install cd xii chapter welcome simple tutorial see tutorial introduction basic guidance main features see getting started detailed documentation refer one following schematic editor gui environment simetrix simulator analysis modes simplis simulator analysis modes installing models finding placing parts waveform viewer
What does the ' introduction ' section cover?,simetrix chapter introduction
What does the ' notation' section cover?,notation symbols used square brackets signify command line parameter switch optional pipe symbol signies eitheror ellipsis signies optional multiple entries fonts anything would typed displayed fixed width font command line parameters italics case although upper lower cases used command names fact case sensitive examples opengroup text filename text switch lename parameter optional example following legitimate
What does the ' command summary' section cover?,command line command line top command shell see diagram vast majority operations simetrix executed menus predened keys require use command line however advanced operations require use command line command line run script internal command also dene new menu call script command series commands fact built menu keys fact dened commands scripts denitions changed well new ones dened see editing menu system details available commands given command function reference remainder documented script reference manualcommand reference
What does the ' reference' section cover?,function reference
What does the ' opengroup ' section cover?,reference opengroup opengroup text opengroup runsxdat opengroup text outputtxt delcrv curvenumber one curvenumber parameters may given following legitimate delcrv delcrv
What does the ' set ' section cover?,verilog simulator interface sweep mode select parameter set start value stop value respectively set number steps parameters set parameter name duty ok dialog boxes carried step previous section internal verilog nodes remember remove capacitor restore connection u u internal verilog node run simulation plot relay drive see three curves
What does the ' show' section cover?,fixed probes show show full history usually deep hide hide history leaving one curve display show depth show history specied depth example set depth latest result one previous result displayed restore probe setting sets depth dened xed probe created curve note sets depth whatever xed probe setting time curve created current xed probe setting stored history depth displayed history depth may changed using datahistorydepth option setting default value meaning current result three previous results stored note circumstances depth restricted preserve memory
What does the ' unset' section cover?,unset unset temp optionname deletes specied option see options full explanation temp specied option setting deleted temporarily restored original value control returns command line ie scripts completed optionname name option would usually dened value using set see options complete list note option values internal means always value option unset restored default value deleted see options details unset called option set internal error displayed
What does the ' function summary ' section cover?,function reference
What does the ' function reference ' section cover?,function reference
What does the ' absrealcomplex' section cover?,absrealcomplex returns absolute value magnitude argument function identical mag function
What does the ' argrealcomplex' section cover?,argrealcomplex phase except result wraps degrees
What does the ' argradrealcomplex ' section cover?,argradrealcomplex phaserad except result wraps radians
What does the ' atanrealcomplex ' section cover?,atanrealcomplex returns arc tangent argument degrees option set return value degrees otherwise radians
What does the ' cosrealcomplex' section cover?,cosrealcomplex return cosine argument radians use cosdeg argument degrees
What does the ' dbrealcomplex' section cover?,dbrealcomplex returns logmagargument
What does the ' diffreal' section cover?,diffreal returns derivative argument respect reference xvalues argument reference function returns derivative respect arguments index effect vector containing difference successive values argument
What does the ' exprealcomplex ' section cover?,exprealcomplex returns e raised power argument argument greater
What does the ' fftrealstring' section cover?,install cd xii chapter welcome simple tutorial see tutorial introduction basic guidance main features see getting started detailed documentation refer one following schematic editor gui environment simetrix simulator analysis modes simplis simulator analysis modes installing models finding placing parts waveform viewer
What does the ' firreal realreal' section cover?,firreal real real arg vector ltered arg filter coefcients arg initial conditions default zero performs finite impulse response digital ltering supplied vector function performs operation yn xn c xn c xnc
What does the ' floorreal ' section cover?,floorreal returns argument truncated next lowest integer examples floor
What does the ' groupdelayrealcomplex ' section cover?,groupdelayrealcomplex returns group delay argument group delay dened phase dx supplied vector x reference groupdelay function expects result ac analysis voltage current reference frequency function yield error argument complex reference
What does the ' histogramreal real' section cover?,histogramreal real arg vector arg number bins
What does the ' iffreal any any' section cover?,iffreal arg test arg result test true arg result test false arg arg must type rst argument evaluates true ie nonzero function return value argument otherwise return value argument note type arguments must implicit type conversion performed arguments
What does the ' iirreal realreal' section cover?,iirreal real real arg vector ltered arg coefcients arg initial conditions default zero performs innite impulse response digital ltering supplied vector function performs operation yn xnc ync ync x input vector argument c coefcient vector argument result returned value third argument provide history ie etc required operation function also fir function simple application subject several volumes principle almost unlimited range iir ltering operations may performed using function text digital signal processing provide details users note using function applied raw transient analysis data produce meaningful results values unevenly spaced apply function simulation data must either specify simulator outputs xed intervals select output interval option choose analysis dialog box must interpolate results using interp function following graph shows result applying simple rst order iir lter step
What does the ' imrealcomplex imagrealcomplex ' section cover?,imrealcomplex imagrealcomplex returns imaginary part argument
What does the ' integreal' section cover?,integreal integrates argument respect reference xvalues function uses simple trapezoidal integration error occur argument supplied reference
What does the ' interpreal realreal real ' section cover?,real time noise
What does the ' iscomplexany ' section cover?,iscomplexany returns true supplied argument complex false argument type
What does the ' lengthany ' section cover?,lengthany returns number elements argument result scalar empty value length function function return error supplied empty value empty variables returned functions produce return value functions operators yield error presented empty value abort script called
What does the ' lnrealcomplex' section cover?,lnrealcomplex returns natural logarithm argument using ln negative complex values argument real negative error result argument complex return complex result even imaginary part real part negative eg ln produce error ln give answer
What does the ' logrealcomplex logrealcomplex' section cover?,logrealcomplex logrealcomplex returns log base argument general recommend using log rather log software products types vary interpretation log treat log base others treat log base e using log never doubt using log negative complex values see notes ln function using log ac analysis data data output simulator running ac tf analysis complex described using ln negative complex values simetrix logarithm functions correctly handle complex arguments return complex value means following expression calculate db produce expected result logdata data value produced ac analysis simulation
What does the ' magrealcomplexmagnituderealcomplex ' section cover?,install cd xii chapter welcome simple tutorial see tutorial introduction basic guidance main features see getting started detailed documentation refer one following schematic editor gui environment simetrix simulator analysis modes simplis simulator analysis modes installing models finding placing parts waveform viewer
What does the ' maxidxrealcomplex ' section cover?,maxidxrealcomplex returns index array element argument largest magnitude
What does the ' maximarealreal string' section cover?,fftreal string arg vector processed arg string specifying window type possible values hanning default none performs fast fourier transform supplied vector number points used next binary power higher length argument excess points zerolled window used may hanning default none users note using function applied raw transient analysis data produce meaningful results values unevenly spaced apply function simulation data must either specify simulator outputs xed intervals select output interval option choose analysis dialog box must interpolate results using interp function fft plotting menu items run script interpolate data detects results unevenly spaced use menus require special consideration user information ffts found fourier analysis
What does the ' maximumrealcomplexreal real ' section cover?,real time noise
What does the ' meanrealcomplex' section cover?,meanrealcomplex returns average values supplied argument argument complex result also complex
What does the ' meanrealreal real' section cover?,real time noise
What does the ' minidxrealcomplex' section cover?,minidxrealcomplex returns index array element argument smallest magnitude
What does the ' minimarealreal string' section cover?,fftreal string arg vector processed arg string specifying window type possible values hanning default none performs fast fourier transform supplied vector number points used next binary power higher length argument excess points zerolled window used may hanning default none users note using function applied raw transient analysis data produce meaningful results values unevenly spaced apply function simulation data must either specify simulator outputs xed intervals select output interval option choose analysis dialog box must interpolate results using interp function fft plotting menu items run script interpolate data detects results unevenly spaced use menus require special consideration user information ffts found fourier analysis
What does the ' minimumrealcomplexreal real ' section cover?,real time noise
What does the ' normrealcomplex ' section cover?,normrealcomplex returns input vector scaled magnitude largest value unity argument complex return value
What does the ' phrealcomplexphaserealcomplex' section cover?,install cd xii chapter welcome simple tutorial see tutorial introduction basic guidance main features see getting started detailed documentation refer one following schematic editor gui environment simetrix simulator analysis modes simplis simulator analysis modes installing models finding placing parts waveform viewer
What does the ' phaseradrealcomplex' section cover?,phaseradrealcomplex identical ph phase functions except result radians
What does the ' rangerealcomplexreal real ' section cover?,real time noise
What does the ' rerealcomplex realrealcomplex' section cover?,rerealcomplex realrealcomplex returns real part complex argument
What does the ' refrealcomplex ' section cover?,refrealcomplex returns reference xvalues argument
What does the ' rmsreal' section cover?,rmsreal returns vector accumulative rms value input unlike rms function returns vector plotted
What does the ' rmsrealreal real' section cover?,real time noise
What does the ' rndreal ' section cover?,rndreal returns vector element random value absolute value arguments corresponding element
What does the ' rootsumofsquaresrealreal real ' section cover?,real time noise
What does the ' signreal' section cover?,signreal returns argument greater otherwise returns
What does the ' sinrealcomplex' section cover?,sinrealcomplex return sine argument radians use sindeg argument degrees
What does the ' sqrtrealcomplex ' section cover?,sqrtrealcomplex returns square root argument argument real negative error result however argument complex complex result returned
What does the ' sumnoiserealreal real' section cover?,real time noise
What does the ' tanrealcomplex' section cover?,tanrealcomplex return tan argument radians use tandeg argument degrees
What does the ' truncaterealreal real ' section cover?,real time noise
What does the ' unitvecreal' section cover?,unitvecreal returns vector consisting argument species length vector
What does the ' vectorreal ' section cover?,vectorreal returns vector length specied argument value element vector equals index
What does the ' xfromyreal realreal real' section cover?,function reference function name description rndreal returns random number rootsumofsquaresreal real real returns root sum squares argument specied range signreal return sign argument sinrealcomplex sine sqrtrealcomplex square root tanrealcomplex tangent truncatereal real real returns vector sub range supplied vector unitvecreal returns vector specied length whose elements vectorreal returns vector specied length element equal index xfromyreal real real returns array values specifying horizontal locations specied vector crosses given value yfromxreal real real returns array values specifying vertical value specied vector given x value
What does the ' xyreal real' section cover?,xyreal real returns vector yvalues argument xvalues argument function provides means creating xy plots using graph control see simulator reference manualcommand referencegraph details
What does the ' yfromxreal realreal' section cover?,function reference function name description rndreal returns random number rootsumofsquaresreal real real returns root sum squares argument specied range signreal return sign argument sinrealcomplex sine sqrtrealcomplex square root tanrealcomplex tangent truncatereal real real returns vector sub range supplied vector unitvecreal returns vector specied length whose elements vectorreal returns vector specied length element equal index xfromyreal real real returns array values specifying horizontal locations specied vector crosses given value yfromxreal real real returns array values specifying vertical value specied vector given x value
What does the 'monte carlo sensitivity and worstcase' section cover?,running sensitivity worstcase
What does the ' a monte carlo example' section cover?,multistep monte carlo
What does the ' sensitivityworstcase example' section cover?,sensitivityworstcase example
What does the ' part tolerance specication' section cover?,part tolerance specication select menu monte carlo set selected component tolerances enter tolerance dialog box may use symbol wish
What does the ' setting device tolerances ' section cover?,setting device tolerances select individual device tolerances proceed follows select part parts whose tolerances wish individually select parts holding control key left clicking
What does the ' model tolerances' section cover?,model tolerances tolerances may applied model statements using distribution function example model npn npn
What does the ' matching devices ' section cover?,matching devices devices resistor networks constructed manner tolerances track devices often two specications one absolute tolerance matching tolerance thin lm resistor network might absolute tolerance matching tolerance
What does the ' random distribution' section cover?,tolerances distribution functions distribution functions tolerances dened using distribution functions simplis monte carlo three functions available dened function name description gausstol returns random mean
What does the ' running monte carlo' section cover?,running monte carlo
What is the overview of  overview?,overview process installing third party spice models always fundamentally tricky one
What does the ' setting up a multi step monte carlo run ' section cover?,setting multi step monte carlo run select schematic menu simulator choose analysis select ac dc noise transient tf tab required dene analysis required monte carlo multistep analysis section check enable multistep box press dene button open sweep mode section select monte carlo step parameters section enter number steps required
What does the ' setting up a single step monte carlo sweep ' section cover?,overview actually two types monte carlo analyses single step monte carlo sweep multi step monte carlo run applicable ac dc noise transfer function analyses applied analyses addition transient analysis example seen gure monte carlo run gain single frequency calculated times monte carlo tolerances applied used ac analysis monte carlo sweep mode one six modes available single curve created hence name single step example example beginning chapter complete frequency sweep khz khz repeated times creating curves
What does the ' setting the seed value ' section cover?,monte carlo seed values introduction random values used monte carlo analysis generated using pseudorandom number generator generates sequence numbers appear random statistical properties random numbers however sequence used fact repeatable setting dened seed value sequence generated always long starting seed value used makes possible repeat specic monte carlo step long seed value known simetrixsimplis explicitly sets random seed value start monte carlo run records le facility exists explicitly set seed value instead using random seed makes possible repeat specic step useful cases one monte carlo steps show unexplained behaviour investigation needed also useful wish nd values parts used particular monte carlo step finding seed value nd seed value particular step follow procedure run normal monte carlo without seed denition done already find run number result whose seed require repeat step nd run number plotted waveform monte carlo run plot result normal position small cursor curve interest run number displayed status bar right
What does the ' running sensitivity and worstcase' section cover?,running sensitivity worstcase
What is the overview of  overview?,overview process installing third party spice models always fundamentally tricky one
